exp =   -17 | value =    80, exp =   -70, mad's 0.00186 | ours 0.00186 | ours - mad = 0.00000
exp =   -17 | value =    82, exp =   -70, mad's 0.00192 | ours 0.00192 | ours - mad = 0.00000
exp =   -17 | value =    92, exp =   -70, mad's 0.00224 | ours 0.00224 | ours - mad = 0.00000
exp =   -17 | value =     2, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =    33, exp =   -70, mad's 0.00057 | ours 0.00057 | ours - mad = 0.00000
exp =   -17 | value =    59, exp =   -70, mad's 0.00124 | ours 0.00124 | ours - mad = -0.00000
exp =   -17 | value =    62, exp =   -70, mad's 0.00132 | ours 0.00132 | ours - mad = 0.00000
exp =   -17 | value =    60, exp =   -70, mad's 0.00127 | ours 0.00127 | ours - mad = 0.00000
exp =   -17 | value =    62, exp =   -70, mad's 0.00132 | ours 0.00132 | ours - mad = 0.00000
exp =   -17 | value =    70, exp =   -70, mad's 0.00156 | ours 0.00156 | ours - mad = 0.00000
exp =   -17 | value =    25, exp =   -70, mad's 0.00039 | ours 0.00039 | ours - mad = 0.00000
exp =   -17 | value =    46, exp =   -70, mad's 0.00089 | ours 0.00089 | ours - mad = 0.00000
exp =   -17 | value =    49, exp =   -70, mad's 0.00097 | ours 0.00097 | ours - mad = -0.00000
exp =   -17 | value =    48, exp =   -70, mad's 0.00094 | ours 0.00094 | ours - mad = 0.00000
exp =   -17 | value =    49, exp =   -70, mad's 0.00097 | ours 0.00097 | ours - mad = -0.00000
exp =   -17 | value =    55, exp =   -70, mad's 0.00113 | ours 0.00113 | ours - mad = 0.00000
exp =   -17 | value =    20, exp =   -70, mad's 0.00029 | ours 0.00029 | ours - mad = -0.00000
exp =   -17 | value =    37, exp =   -70, mad's 0.00067 | ours 0.00067 | ours - mad = 0.00000
exp =   -17 | value =    40, exp =   -70, mad's 0.00074 | ours 0.00074 | ours - mad = 0.00000
exp =   -17 | value =    39, exp =   -70, mad's 0.00071 | ours 0.00071 | ours - mad = -0.00000
exp =   -17 | value =    40, exp =   -70, mad's 0.00074 | ours 0.00074 | ours - mad = 0.00000
exp =   -17 | value =    44, exp =   -70, mad's 0.00084 | ours 0.00084 | ours - mad = 0.00000
exp =   -17 | value =    17, exp =   -70, mad's 0.00024 | ours 0.00024 | ours - mad = 0.00000
exp =   -17 | value =    30, exp =   -70, mad's 0.00050 | ours 0.00050 | ours - mad = 0.00000
exp =   -17 | value =    33, exp =   -70, mad's 0.00057 | ours 0.00057 | ours - mad = 0.00000
exp =   -17 | value =    33, exp =   -70, mad's 0.00057 | ours 0.00057 | ours - mad = 0.00000
exp =   -17 | value =    33, exp =   -70, mad's 0.00057 | ours 0.00057 | ours - mad = 0.00000
exp =   -17 | value =    37, exp =   -70, mad's 0.00067 | ours 0.00067 | ours - mad = 0.00000
exp =   -17 | value =    14, exp =   -70, mad's 0.00018 | ours 0.00018 | ours - mad = 0.00000
exp =   -17 | value =    25, exp =   -70, mad's 0.00039 | ours 0.00039 | ours - mad = 0.00000
exp =   -17 | value =    28, exp =   -70, mad's 0.00046 | ours 0.00046 | ours - mad = 0.00000
exp =   -17 | value =    28, exp =   -70, mad's 0.00046 | ours 0.00046 | ours - mad = 0.00000
exp =   -17 | value =    28, exp =   -70, mad's 0.00046 | ours 0.00046 | ours - mad = 0.00000
exp =   -17 | value =    31, exp =   -70, mad's 0.00053 | ours 0.00053 | ours - mad = 0.00000
exp =   -17 | value =    21, exp =   -70, mad's 0.00031 | ours 0.00031 | ours - mad = 0.00000
exp =   -17 | value =    24, exp =   -70, mad's 0.00037 | ours 0.00037 | ours - mad = 0.00000
exp =   -17 | value =    24, exp =   -70, mad's 0.00037 | ours 0.00037 | ours - mad = 0.00000
exp =   -17 | value =    24, exp =   -70, mad's 0.00037 | ours 0.00037 | ours - mad = 0.00000
exp =   -17 | value =    26, exp =   -70, mad's 0.00042 | ours 0.00042 | ours - mad = 0.00000
exp =   -17 | value =     9, exp =   -70, mad's 0.00010 | ours 0.00010 | ours - mad = 0.00000
exp =   -17 | value =    18, exp =   -70, mad's 0.00025 | ours 0.00025 | ours - mad = 0.00000
exp =   -17 | value =    21, exp =   -70, mad's 0.00031 | ours 0.00031 | ours - mad = 0.00000
exp =   -17 | value =    21, exp =   -70, mad's 0.00031 | ours 0.00031 | ours - mad = 0.00000
xp =   -17 | value =    21, exp =   -70, mad's 0.00031 | ours 0.00031 | ours - mad = 0.00000
exp =   -17 | value =    22, exp =   -70, mad's 0.00033 | ours 0.00033 | ours - mad = 0.00000
exp =   -17 | value =    16, exp =   -70, mad's 0.00022 | ours 0.00022 | ours - mad = 0.00000
exp =   -17 | value =    18, exp =   -70, mad's 0.00025 | ours 0.00025 | ours - mad = 0.00000
exp =   -17 | value =    18, exp =   -70, mad's 0.00025 | ours 0.00025 | ours - mad = 0.00000
exp =   -17 | value =    18, exp =   -70, mad's 0.00025 | ours 0.00025 | ours - mad = 0.00000
exp =   -17 | value =    18, exp =   -70, mad's 0.00025 | ours 0.00025 | ours - mad = 0.00000
exp =   -17 | value =    13, exp =   -70, mad's 0.00016 | ours 0.00016 | ours - mad = 0.00000
exp =   -17 | value =    15, exp =   -70, mad's 0.00020 | ours 0.00020 | ours - mad = 0.00000
exp =   -17 | value =    16, exp =   -70, mad's 0.00022 | ours 0.00022 | ours - mad = 0.00000
exp =   -17 | value =    15, exp =   -70, mad's 0.00020 | ours 0.00020 | ours - mad = 0.00000
exp =   -17 | value =    15, exp =   -70, mad's 0.00020 | ours 0.00020 | ours - mad = 0.00000
exp =   -17 | value =    12, exp =   -70, mad's 0.00015 | ours 0.00015 | ours - mad = 0.00000
exp =   -17 | value =     1, exp =   -70, mad's 0.00001 | ours 0.00001 | ours - mad = 0.00000
exp =   -17 | value =    71, exp =   -70, mad's 0.00159 | ours 0.00159 | ours - mad = 0.00000
exp =   -17 | value =   109, exp =   -70, mad's 0.00281 | ours 0.00281 | ours - mad = 0.00000
exp =   -17 | value =    75, exp =   -70, mad's 0.00171 | ours 0.00171 | ours - mad = 0.00000
exp =   -17 | value =   109, exp =   -70, mad's 0.00281 | ours 0.00281 | ours - mad = 0.00000
exp =   -17 | value =   232, exp =   -70, mad's 0.00769 | ours 0.00769 | ours - mad = 0.00000
exp =   -17 | value =   266, exp =   -70, mad's 0.00923 | ours 0.00923 | ours - mad = 0.00000
exp =   -17 | value =    56, exp =   -70, mad's 0.00116 | ours 0.00116 | ours - mad = -0.00000
exp =   -17 | value =   234, exp =   -70, mad's 0.00778 | ours 0.00778 | ours - mad = 0.00000
exp =   -17 | value =   124, exp =   -70, mad's 0.00334 | ours 0.00334 | ours - mad = 0.00000
exp =   -17 | value =   317, exp =   -70, mad's 0.01166 | ours 0.01166 | ours - mad = 0.00000
exp =   -17 | value =  3669, exp =   -70, mad's 0.30528 | ours 0.30528 | ours - mad = 0.00000
